Step 1, Loss: 12.103520393371582
Step 347, Loss: 6.93577766418457
Step 348, Loss: 6.8153462409973145
Step 349, Loss: 6.7067155838012695
Step 350, Loss: 6.906674385070801
Step 351, Loss: 6.703428268432617
Step 352, Loss: 6.671064376831055
Step 353, Loss: 6.708971977233887
Step 354, Loss: 6.768017292022705
Step 355, Loss: 6.716647148132324
Step 356, Loss: 6.823024749755859
Step 357, Loss: 6.61439847946167
Step 358, Loss: 6.651215076446533
Step 359, Loss: 6.633506774902344
Step 360, Loss: 6.559869766235352
Step 361, Loss: 6.557092666625977
Step 362, Loss: 6.636000156402588
Step 363, Loss: 6.651603698730469
Step 364, Loss: 6.785841941833496
Step 365, Loss: 6.8304667472839355
Step 366, Loss: 6.690454006195068
Step 367, Loss: 6.572478294372559
Step 368, Loss: 6.604776859283447
Step 369, Loss: 6.517692565917969
Step 370, Loss: 6.684300899505615
Step 371, Loss: 6.661015510559082
Step 372, Loss: 6.5383477210998535
Step 373, Loss: 6.6719207763671875
Step 374, Loss: 6.729088306427002
Step 375, Loss: 6.59288215637207
Step 376, Loss: 6.644025802612305
Step 377, Loss: 6.613461494445801
Step 378, Loss: 6.598173141479492
Step 379, Loss: 6.8258490562438965
Step 380, Loss: 6.630899429321289
Step 381, Loss: 6.674802303314209
Step 382, Loss: 6.556005954742432
Step 383, Loss: 6.622781276702881
Step 384, Loss: 6.769861221313477
Step 385, Loss: 6.647782802581787
Step 386, Loss: 6.751140117645264
Step 387, Loss: 6.654926300048828
Step 388, Loss: 6.595268726348877
Step 389, Loss: 6.660876750946045
Step 390, Loss: 6.640219688415527
Step 391, Loss: 6.615973472595215
Step 392, Loss: 6.68208122253418
Step 393, Loss: 6.6103081703186035
Step 394, Loss: 6.746767520904541
Step 395, Loss: 6.688937664031982
Step 396, Loss: 6.711408615112305
Step 397, Loss: 6.727658271789551
Step 398, Loss: 6.666668891906738
Step 399, Loss: 6.621559143066406
Step 400, Loss: 6.649889945983887
Step 401, Loss: 6.551403045654297
Step 402, Loss: 6.523059844970703
Step 403, Loss: 6.676480770111084
Step 404, Loss: 6.486886024475098
Step 405, Loss: 6.659665584564209
Step 406, Loss: 6.605791091918945
Step 407, Loss: 6.6633453369140625
Step 408, Loss: 6.475582599639893
Step 409, Loss: 6.561822891235352
Step 410, Loss: 6.790496826171875
Step 411, Loss: 6.594508171081543
Step 412, Loss: 6.636300086975098
Step 413, Loss: 6.556135177612305
Step 414, Loss: 6.578938007354736
Step 415, Loss: 6.501794815063477
Step 416, Loss: 6.700148105621338
Step 417, Loss: 6.518187046051025
Step 418, Loss: 6.566575527191162
Step 419, Loss: 6.596896171569824
Step 420, Loss: 6.692522048950195
Step 421, Loss: 6.610062122344971
Step 422, Loss: 6.498319625854492
Step 423, Loss: 6.714818954467773
Step 424, Loss: 6.549853324890137
Step 425, Loss: 6.644545555114746
Step 426, Loss: 6.6751017570495605
Step 427, Loss: 6.605785369873047
Step 428, Loss: 6.625267505645752
Step 429, Loss: 6.547791957855225
Step 430, Loss: 6.5830888748168945
Step 431, Loss: 6.583070755004883
Step 432, Loss: 6.611998558044434
Step 433, Loss: 6.611083984375
Step 434, Loss: 6.5633721351623535
Step 435, Loss: 6.598238945007324
Step 436, Loss: 6.46042013168335
Step 437, Loss: 6.4401092529296875
Step 438, Loss: 6.457174301147461
Step 439, Loss: 6.613351345062256
Step 440, Loss: 6.55951452255249
Step 441, Loss: 6.535978317260742
Step 442, Loss: 6.578701972961426
Step 443, Loss: 6.538132667541504
Step 444, Loss: 6.795436382293701
Step 445, Loss: 6.770567893981934
Step 446, Loss: 6.632370948791504
Step 447, Loss: 6.5598859786987305
Step 448, Loss: 6.450625419616699
Step 449, Loss: 6.603676795959473
Step 450, Loss: 6.688011169433594
Step 451, Loss: 6.493633270263672
Step 452, Loss: 6.420940399169922
Step 453, Loss: 6.635328769683838
Step 454, Loss: 6.458596229553223
Step 455, Loss: 6.493021011352539
Step 456, Loss: 6.577871799468994
Step 457, Loss: 6.418769836425781
Step 458, Loss: 6.480401992797852
Step 459, Loss: 6.3957672119140625
Step 460, Loss: 6.39235258102417
Step 461, Loss: 6.512421607971191
Step 462, Loss: 6.315194129943848
Step 463, Loss: 6.466118812561035
Step 464, Loss: 6.543221473693848
Step 465, Loss: 6.631927967071533
Step 466, Loss: 6.205855369567871
Step 467, Loss: 6.391544818878174
Step 468, Loss: 6.500511169433594
Step 469, Loss: 6.333125591278076
Step 470, Loss: 6.498762130737305
Step 471, Loss: 6.499920845031738
Step 472, Loss: 6.462667465209961
Step 473, Loss: 6.570626735687256
Step 474, Loss: 6.565210819244385
Step 475, Loss: 6.55435037612915
Step 476, Loss: 6.38006591796875
Step 477, Loss: 6.509255409240723
Step 478, Loss: 6.579780578613281
Step 479, Loss: 6.504757881164551
Step 480, Loss: 6.416437149047852
Step 481, Loss: 6.465081691741943
Step 482, Loss: 6.3427910804748535
Step 483, Loss: 6.435698509216309
Step 484, Loss: 6.390997886657715
Step 485, Loss: 6.459280014038086
Step 486, Loss: 6.386740684509277
Step 487, Loss: 6.4118170738220215
Step 488, Loss: 6.4095611572265625
Step 489, Loss: 6.369993686676025
Step 490, Loss: 6.334549903869629
Step 491, Loss: 6.630343914031982
Step 492, Loss: 6.243396282196045
Step 493, Loss: 6.5742669105529785
Step 494, Loss: 6.358791351318359
Step 495, Loss: 6.433849334716797
Step 496, Loss: 6.284987926483154
Step 497, Loss: 6.389862060546875
Step 498, Loss: 6.290309429168701
Step 499, Loss: 6.282845497131348
Step 500, Loss: 6.406265735626221
Step 501, Loss: 6.429800510406494
Step 502, Loss: 6.304067134857178
Step 503, Loss: 6.114023208618164
Step 504, Loss: 6.2899580001831055
Step 505, Loss: 6.354156970977783
Step 506, Loss: 6.285933017730713
Step 507, Loss: 6.234063148498535
Step 508, Loss: 6.392302513122559
Step 509, Loss: 6.358772277832031
Step 510, Loss: 6.406691551208496
Step 511, Loss: 6.295594692230225
Step 512, Loss: 6.25645112991333
Step 513, Loss: 6.177217483520508
Step 514, Loss: 6.255556106567383
Step 515, Loss: 6.192416667938232
Step 516, Loss: 6.307764053344727
Step 517, Loss: 6.461521148681641
Step 518, Loss: 5.993680953979492
Step 519, Loss: 6.277162075042725
Step 520, Loss: 6.2944207191467285
Step 521, Loss: 6.309690475463867
Step 522, Loss: 6.098414421081543
Step 523, Loss: 6.337433815002441
Step 524, Loss: 6.273555755615234
Step 525, Loss: 6.063141345977783
Step 526, Loss: 6.345972061157227
Step 527, Loss: 6.346865177154541
Step 528, Loss: 6.192142963409424
Step 529, Loss: 6.200371742248535
Step 530, Loss: 6.080944538116455
Step 531, Loss: 6.387791156768799
Step 532, Loss: 6.125789642333984
Step 533, Loss: 6.041006088256836
Step 534, Loss: 6.3050103187561035
Step 535, Loss: 6.21534538269043
Step 536, Loss: 6.225504398345947
Step 537, Loss: 6.139370918273926
Step 538, Loss: 6.177792549133301
Step 539, Loss: 6.0595197677612305
Step 540, Loss: 5.973888874053955
Step 541, Loss: 6.134227752685547
Step 542, Loss: 5.987396240234375
Step 543, Loss: 6.3379130363464355
Step 544, Loss: 6.212740421295166
Step 545, Loss: 6.202589988708496
Step 546, Loss: 6.013219833374023
Step 547, Loss: 6.134336948394775
Step 548, Loss: 6.230135917663574
Step 549, Loss: 6.005309104919434
Step 550, Loss: 5.907472133636475
Step 551, Loss: 6.05486536026001
Step 552, Loss: 6.059394836425781
Step 553, Loss: 6.208808422088623
Step 554, Loss: 6.041604042053223
Step 555, Loss: 5.977316379547119
Step 556, Loss: 6.043591499328613
Step 557, Loss: 6.2128777503967285
Step 558, Loss: 6.01158332824707
Step 559, Loss: 6.185868263244629
Step 560, Loss: 6.1401047706604
Step 561, Loss: 5.947770118713379
Step 562, Loss: 6.020754337310791
Step 563, Loss: 6.203473091125488
Step 564, Loss: 6.053313255310059
Step 565, Loss: 6.139099597930908
Step 566, Loss: 5.934082984924316
Step 567, Loss: 5.974194526672363
Step 568, Loss: 5.998785972595215
Step 569, Loss: 6.044649600982666
Step 570, Loss: 5.934479236602783
Step 571, Loss: 6.1448163986206055
Step 572, Loss: 5.9336724281311035
Step 573, Loss: 6.016698360443115
Step 574, Loss: 5.927131175994873
Step 575, Loss: 5.857559680938721
Step 576, Loss: 5.863317489624023
Step 577, Loss: 5.8894362449646
Step 578, Loss: 5.890534400939941
Step 579, Loss: 6.202890396118164
Step 580, Loss: 5.926049709320068
Step 581, Loss: 5.953610420227051
Step 582, Loss: 5.800220489501953
Step 583, Loss: 5.821351528167725
Step 584, Loss: 5.9904069900512695
Step 585, Loss: 5.999550819396973
Step 586, Loss: 5.85477352142334
Step 587, Loss: 5.978520393371582
Step 588, Loss: 6.005963325500488
Step 589, Loss: 5.870675086975098
Step 590, Loss: 5.8386616706848145
Step 591, Loss: 5.740325927734375
Step 592, Loss: 5.84088659286499
Step 593, Loss: 5.883151054382324
Step 594, Loss: 5.893756866455078
Step 595, Loss: 5.738645076751709
Step 596, Loss: 5.8001556396484375
Step 597, Loss: 5.8098464012146
Step 598, Loss: 5.991987228393555
Step 599, Loss: 5.792965888977051
Step 600, Loss: 5.741433620452881
Step 601, Loss: 5.795809268951416
Step 602, Loss: 5.6636738777160645
Step 603, Loss: 5.631324768066406
Step 604, Loss: 5.647641658782959
Step 605, Loss: 5.8598527908325195
Step 606, Loss: 5.758888244628906
Step 607, Loss: 5.862124443054199
Step 608, Loss: 5.6317267417907715
Step 609, Loss: 5.686534404754639
Step 610, Loss: 5.770312786102295
Step 611, Loss: 5.7601470947265625
Step 612, Loss: 5.866074562072754
Step 613, Loss: 5.666031837463379
Step 614, Loss: 5.823978424072266
Step 615, Loss: 5.617149829864502
Step 616, Loss: 5.732162952423096
Step 617, Loss: 5.565441131591797
Step 618, Loss: 5.696895599365234
Step 619, Loss: 5.779432773590088
Step 620, Loss: 5.592432975769043
Step 621, Loss: 5.797935962677002
Step 622, Loss: 5.742991924285889
Step 623, Loss: 5.5877203941345215
Step 624, Loss: 5.700490951538086
Step 625, Loss: 5.589938640594482
Step 626, Loss: 5.670177459716797
Step 627, Loss: 5.6010894775390625
Step 628, Loss: 5.555680274963379
Step 629, Loss: 5.473553657531738
Step 630, Loss: 5.609450817108154
Step 631, Loss: 5.560152053833008
Step 632, Loss: 5.487621307373047
Step 633, Loss: 5.598429203033447
Step 634, Loss: 5.53095817565918
Step 635, Loss: 5.60679292678833
Step 636, Loss: 5.410260200500488
Step 637, Loss: 5.5462422370910645
Step 638, Loss: 5.466968059539795
Step 639, Loss: 5.438982009887695
Step 640, Loss: 5.563751697540283
Step 641, Loss: 5.396924018859863
Step 642, Loss: 5.375065326690674
Step 643, Loss: 5.538905143737793
Step 644, Loss: 5.442174911499023
Step 645, Loss: 5.397764682769775
Step 646, Loss: 5.520565032958984
Step 647, Loss: 5.4940080642700195
Step 648, Loss: 5.544612884521484
Step 649, Loss: 5.43147611618042
Step 650, Loss: 5.514705657958984
Step 651, Loss: 5.469332695007324
Step 652, Loss: 5.485848426818848
Step 653, Loss: 5.486928939819336
Step 654, Loss: 5.436351776123047
Step 655, Loss: 5.383970737457275
Step 656, Loss: 5.372059345245361
Step 657, Loss: 5.433038711547852
Step 658, Loss: 5.479741096496582
Step 659, Loss: 5.488004684448242
Step 660, Loss: 5.469147205352783
Step 661, Loss: 5.401525497436523
Step 662, Loss: 5.333839416503906
Step 663, Loss: 5.366591453552246
Step 664, Loss: 5.340979099273682
Step 665, Loss: 5.30685567855835
Step 666, Loss: 5.458184719085693
Step 667, Loss: 5.422306060791016
Step 668, Loss: 5.296703338623047
Step 669, Loss: 5.361231803894043
Step 670, Loss: 5.399927616119385
Step 671, Loss: 5.278432846069336
Step 672, Loss: 5.284846782684326
Step 673, Loss: 5.190985202789307
Step 674, Loss: 5.314840316772461
Step 675, Loss: 5.18896484375
Step 676, Loss: 5.274445056915283
Step 677, Loss: 5.18157958984375
Step 678, Loss: 5.406387805938721
Step 679, Loss: 5.250242233276367
Step 680, Loss: 5.222043991088867
Step 681, Loss: 5.315686225891113
Step 682, Loss: 5.388028621673584
Step 683, Loss: 5.255537509918213
Step 684, Loss: 5.264678955078125
Step 685, Loss: 5.224673271179199
Step 686, Loss: 5.235881328582764
Step 687, Loss: 5.213698387145996
Step 688, Loss: 5.188474655151367
Step 689, Loss: 5.232645034790039
Step 690, Loss: 5.261742115020752
Step 691, Loss: 5.303142547607422
Step 692, Loss: 5.305235862731934
Step 693, Loss: 5.383642196655273
Step 694, Loss: 5.0569024085998535
Step 695, Loss: 5.317122936248779
Step 696, Loss: 5.08014440536499
Step 697, Loss: 5.1692214012146
Step 698, Loss: 5.283144474029541
Step 699, Loss: 5.354168891906738
Step 700, Loss: 5.277806282043457
Step 701, Loss: 5.199737548828125
Step 702, Loss: 5.150754451751709
Step 703, Loss: 4.969674587249756
Step 704, Loss: 5.115838527679443
Step 705, Loss: 5.121577739715576
Step 706, Loss: 5.056216716766357
Step 707, Loss: 5.116519927978516
Step 708, Loss: 5.2555766105651855
Step 709, Loss: 5.208148956298828
Step 710, Loss: 5.071962833404541
Step 711, Loss: 4.981480598449707
Step 712, Loss: 5.084012985229492
Step 713, Loss: 5.075232982635498
Step 714, Loss: 4.877231597900391
Step 715, Loss: 5.072278022766113
Step 716, Loss: 4.980361461639404
Step 717, Loss: 4.959944248199463
Step 718, Loss: 5.044882774353027
Step 719, Loss: 5.1273393630981445
Step 720, Loss: 4.934427738189697
Step 721, Loss: 5.084072589874268
Step 722, Loss: 4.938754558563232
Step 723, Loss: 5.317423343658447
Step 724, Loss: 4.964999675750732
Step 725, Loss: 4.9293742179870605
Step 726, Loss: 4.988829612731934
Step 727, Loss: 5.007643699645996
Step 728, Loss: 5.116119384765625
Step 729, Loss: 5.01918888092041
Step 730, Loss: 5.111698150634766
Step 731, Loss: 4.92618465423584
Step 732, Loss: 4.9300994873046875
Step 733, Loss: 4.9735846519470215
Step 734, Loss: 5.076108455657959
Step 735, Loss: 5.052806854248047
Step 736, Loss: 4.922879695892334
Step 737, Loss: 4.885948181152344
Step 738, Loss: 5.029932022094727
Step 739, Loss: 4.884171009063721
Step 740, Loss: 4.886909484863281
Step 741, Loss: 4.930570602416992
Step 742, Loss: 4.915192604064941
Step 743, Loss: 4.879669666290283
Step 744, Loss: 4.8530731201171875
Step 745, Loss: 4.8899383544921875
Step 746, Loss: 4.941528797149658
Step 747, Loss: 4.766051292419434
Step 748, Loss: 4.916223049163818
Step 749, Loss: 5.006963729858398
Step 750, Loss: 4.870054244995117
Step 751, Loss: 4.881461143493652
Step 752, Loss: 5.0515336990356445
Step 753, Loss: 4.815670490264893
Step 754, Loss: 4.829918384552002
Step 755, Loss: 5.0478363037109375
Step 756, Loss: 4.9596266746521
Step 757, Loss: 4.951450824737549
Step 758, Loss: 4.857515811920166
Step 759, Loss: 4.850392818450928
Step 760, Loss: 4.786067485809326
Step 761, Loss: 4.788145065307617
Step 762, Loss: 4.75070858001709
Step 763, Loss: 4.763633728027344
Step 764, Loss: 4.7949018478393555
Step 765, Loss: 4.7963480949401855
Step 766, Loss: 5.033127784729004
Step 767, Loss: 4.861671447753906
Step 768, Loss: 4.8743438720703125
Step 769, Loss: 4.9098405838012695
Step 770, Loss: 4.853865146636963
Step 771, Loss: 4.912352085113525
Step 772, Loss: 4.826429843902588
