Step 1, Loss: 11.992818832397461
Step 2, Loss: 11.968343734741211
Step 3, Loss: 11.974481582641602
Step 4, Loss: 11.936630249023438
Step 5, Loss: 11.937895774841309
Step 6, Loss: 11.899797439575195
Step 7, Loss: 11.85621452331543
Step 8, Loss: 11.826444625854492
Step 9, Loss: 11.7493257522583
Step 10, Loss: 11.672234535217285
Step 11, Loss: 11.608414649963379
Step 12, Loss: 11.486745834350586
Step 13, Loss: 11.328527450561523
Step 14, Loss: 11.147418975830078
Step 15, Loss: 10.940788269042969
Step 16, Loss: 10.751603126525879
Step 17, Loss: 10.46171760559082
Step 18, Loss: 10.190621376037598
Step 19, Loss: 9.977115631103516
Step 20, Loss: 9.788480758666992
Step 21, Loss: 9.721336364746094
Step 22, Loss: 9.534564018249512
Step 23, Loss: 9.338715553283691
Step 24, Loss: 9.087126731872559
Step 25, Loss: 8.753351211547852
Step 26, Loss: 8.801522254943848
Step 27, Loss: 8.590286254882812
Step 28, Loss: 8.449211120605469
Step 29, Loss: 8.264907836914062
Step 30, Loss: 7.90876579284668
Step 31, Loss: 7.9715118408203125
Step 32, Loss: 7.835662364959717
Step 33, Loss: 7.687574863433838
Step 34, Loss: 7.712348937988281
Step 35, Loss: 7.551689147949219
Step 36, Loss: 7.370007514953613
Step 37, Loss: 7.3182525634765625
Step 38, Loss: 7.143073558807373
Step 39, Loss: 7.255694389343262
Step 40, Loss: 6.975093364715576
Step 41, Loss: 6.764801025390625
Step 42, Loss: 6.779702663421631
Step 43, Loss: 6.620053768157959
Step 44, Loss: 6.628645896911621
Step 45, Loss: 6.6025190353393555
Step 46, Loss: 6.576655387878418
Step 47, Loss: 6.568116664886475
Step 48, Loss: 6.268181324005127
Step 49, Loss: 6.592464923858643
Step 50, Loss: 6.414311408996582
Step 51, Loss: 6.378638744354248
Step 52, Loss: 6.3008341789245605
Step 53, Loss: 6.2026567459106445
Step 54, Loss: 6.423528671264648
Step 55, Loss: 6.235962390899658
Step 56, Loss: 6.418652534484863
Step 57, Loss: 6.172474384307861
Step 58, Loss: 6.205024242401123
Step 59, Loss: 6.236824035644531
Step 60, Loss: 6.0744829177856445
Step 61, Loss: 6.269203186035156
Step 62, Loss: 6.098622798919678
Step 63, Loss: 6.288901329040527
Step 64, Loss: 6.13460636138916
Step 65, Loss: 6.271027088165283
Step 66, Loss: 6.107866287231445
Step 67, Loss: 6.121528148651123
Step 68, Loss: 6.066289901733398
Step 69, Loss: 5.919780731201172
Step 70, Loss: 6.166563987731934
Step 71, Loss: 6.036529541015625
Step 72, Loss: 5.95258903503418
Step 73, Loss: 6.062582969665527
Step 74, Loss: 6.006824016571045
Step 75, Loss: 5.841762065887451
Step 76, Loss: 5.999431610107422
Step 77, Loss: 6.033560276031494
Step 78, Loss: 6.200263023376465
Step 79, Loss: 5.978819370269775
Step 80, Loss: 5.914410591125488
Step 81, Loss: 5.946633338928223
Step 82, Loss: 6.131496906280518
Step 83, Loss: 5.889017105102539
Step 84, Loss: 6.023935317993164
Step 85, Loss: 6.19971227645874
Step 86, Loss: 6.061655521392822
Step 87, Loss: 5.897488594055176
Step 88, Loss: 5.937296390533447
Step 89, Loss: 5.855477333068848
Step 90, Loss: 5.928072929382324
Step 91, Loss: 5.937239170074463
Step 92, Loss: 6.038485527038574
Step 93, Loss: 5.6520562171936035
Step 94, Loss: 5.937158584594727
Step 95, Loss: 6.219259738922119
Step 96, Loss: 5.839366912841797
Step 97, Loss: 5.92431116104126
Step 98, Loss: 5.954098224639893
Step 99, Loss: 5.897452354431152
Step 100, Loss: 5.659038543701172
Step 101, Loss: 5.843935966491699
Step 102, Loss: 5.711681365966797
Step 103, Loss: 5.841407775878906
Step 104, Loss: 5.9560980796813965
Step 105, Loss: 5.837222099304199
Step 106, Loss: 5.750974655151367
Step 107, Loss: 5.784491539001465
Step 108, Loss: 5.9215989112854
Step 109, Loss: 5.953598976135254
Step 110, Loss: 5.587135314941406
Step 111, Loss: 5.803092956542969
Step 112, Loss: 5.869539260864258
Step 113, Loss: 6.068941116333008
Step 114, Loss: 5.695252418518066
Step 115, Loss: 5.860533714294434
Step 116, Loss: 5.958604335784912
Step 117, Loss: 5.826641082763672
Step 118, Loss: 5.88220739364624
Step 119, Loss: 5.795118808746338
Step 120, Loss: 6.008358001708984
Step 121, Loss: 5.860535621643066
Step 122, Loss: 5.706170082092285
Step 123, Loss: 5.8223161697387695
Step 124, Loss: 5.694866180419922
Step 125, Loss: 6.012307643890381
Step 126, Loss: 5.894882678985596
Step 127, Loss: 5.806687355041504
Step 128, Loss: 5.904308795928955
Step 129, Loss: 5.905922889709473
Step 130, Loss: 5.701793670654297
Step 131, Loss: 5.956801414489746
Step 132, Loss: 5.7739691734313965
Step 133, Loss: 5.90362548828125
Step 134, Loss: 6.009228706359863
Step 135, Loss: 5.716468334197998
Step 136, Loss: 5.850477695465088
Step 137, Loss: 5.853912353515625
Step 138, Loss: 5.889235496520996
Step 139, Loss: 5.691220760345459
Step 140, Loss: 5.829619407653809
Step 141, Loss: 5.946207523345947
Step 142, Loss: 5.78358793258667
Step 143, Loss: 5.754386901855469
Step 144, Loss: 5.882782459259033
Step 145, Loss: 5.772418022155762
Step 146, Loss: 5.748571395874023
Step 147, Loss: 6.015313625335693
Step 148, Loss: 5.890546798706055
Step 149, Loss: 5.932244777679443
Step 150, Loss: 5.935970306396484
Step 151, Loss: 5.8409247398376465
Step 152, Loss: 5.799330234527588
Step 153, Loss: 5.77778959274292
Step 154, Loss: 5.874074935913086
Step 155, Loss: 5.811204433441162
Step 156, Loss: 5.913581848144531
Step 157, Loss: 5.951883792877197
Step 158, Loss: 5.707695007324219
Step 159, Loss: 5.7821044921875
Step 160, Loss: 5.919081687927246
Step 161, Loss: 5.678154468536377
Step 162, Loss: 5.93917179107666
Step 163, Loss: 6.058776378631592
Step 164, Loss: 5.579367160797119
Step 165, Loss: 5.697608947753906
Step 166, Loss: 5.717402458190918
Step 167, Loss: 5.816903114318848
Step 168, Loss: 5.817094802856445
Step 169, Loss: 5.8723602294921875
Step 170, Loss: 5.518914222717285
Step 171, Loss: 5.678080081939697
Step 172, Loss: 5.749263763427734
Step 173, Loss: 5.652588844299316
Step 174, Loss: 5.810840606689453
Step 175, Loss: 5.82334566116333
Step 176, Loss: 5.920707702636719
Step 177, Loss: 5.900003433227539
Step 178, Loss: 5.768007278442383
Step 179, Loss: 5.764741897583008
Step 180, Loss: 5.779068470001221
Step 181, Loss: 5.664994716644287
Step 182, Loss: 5.762279510498047
Step 183, Loss: 5.705594062805176
Step 184, Loss: 5.53889274597168
Step 185, Loss: 5.7132182121276855
Step 186, Loss: 5.652818202972412
Step 187, Loss: 5.7737016677856445
Step 188, Loss: 5.518638610839844
Step 189, Loss: 5.870916843414307
Step 190, Loss: 5.69606876373291
Step 191, Loss: 5.745553493499756
Step 192, Loss: 5.649216175079346
Step 193, Loss: 5.860595226287842
Step 194, Loss: 5.748239040374756
Step 195, Loss: 5.817368984222412
Step 196, Loss: 5.691792964935303
Step 197, Loss: 5.753389358520508
Step 198, Loss: 5.838606357574463
Step 199, Loss: 5.785383701324463
Step 200, Loss: 5.6486358642578125
Step 201, Loss: 5.8473405838012695
Step 202, Loss: 5.768928527832031
Step 203, Loss: 5.565114974975586
Step 204, Loss: 5.461077690124512
Step 205, Loss: 5.576747894287109
Step 206, Loss: 5.771352291107178
Step 207, Loss: 5.672891616821289
Step 208, Loss: 5.754158973693848
Step 209, Loss: 5.782644271850586
Step 210, Loss: 5.815215110778809
Step 211, Loss: 5.731354713439941
Step 212, Loss: 5.786209583282471
Step 213, Loss: 5.783940315246582
Step 214, Loss: 5.712782382965088
Step 215, Loss: 5.710084915161133
Step 216, Loss: 5.754932403564453
Step 217, Loss: 5.73386287689209
Step 218, Loss: 5.739365577697754
Step 219, Loss: 5.69221830368042
Step 220, Loss: 5.698671340942383
Step 221, Loss: 5.862167835235596
Step 222, Loss: 5.632355213165283
Step 223, Loss: 5.392057418823242
Step 224, Loss: 5.788408279418945
Step 225, Loss: 5.6409807205200195
Step 226, Loss: 5.905247211456299
Step 227, Loss: 5.60107946395874
Step 228, Loss: 5.578407287597656
Step 229, Loss: 5.59671688079834
Step 230, Loss: 5.925753593444824
Step 231, Loss: 5.840850353240967
Step 232, Loss: 5.55752420425415
Step 233, Loss: 5.659782409667969
Step 234, Loss: 5.762660026550293
Step 235, Loss: 5.622347831726074
Step 236, Loss: 5.6723527908325195
Step 237, Loss: 5.69820499420166
Step 238, Loss: 5.823051452636719
Step 239, Loss: 5.6115899085998535
