Step 1, Loss: 12.015665054321289
Step 2, Loss: 12.00439453125
Step 3, Loss: 12.001984596252441
Step 4, Loss: 11.997380256652832
Step 5, Loss: 11.986347198486328
Step 6, Loss: 11.95949935913086
Step 7, Loss: 11.985729217529297
Step 8, Loss: 11.93476676940918
Step 9, Loss: 11.942985534667969
Step 10, Loss: 11.906624794006348
Step 11, Loss: 11.961584091186523
Step 12, Loss: 11.914718627929688
Step 13, Loss: 11.871623992919922
Step 14, Loss: 11.852533340454102
Step 15, Loss: 11.858465194702148
Step 16, Loss: 11.750075340270996
Step 17, Loss: 11.665215492248535
Step 18, Loss: 11.594898223876953
Step 19, Loss: 11.47396469116211
Step 20, Loss: 11.408745765686035
Step 21, Loss: 11.297950744628906
Step 22, Loss: 11.187989234924316
Step 23, Loss: 11.028804779052734
Step 24, Loss: 10.796304702758789
Step 25, Loss: 10.607707977294922
Step 26, Loss: 10.29245376586914
Step 27, Loss: 10.219127655029297
Step 28, Loss: 9.849632263183594
Step 29, Loss: 9.703444480895996
Step 30, Loss: 9.64555835723877
Step 31, Loss: 9.253583908081055
Step 32, Loss: 9.633145332336426
Step 33, Loss: 9.508529663085938
Step 34, Loss: 9.161373138427734
Step 35, Loss: 9.212966918945312
Step 36, Loss: 9.07467269897461
Step 37, Loss: 8.868008613586426
Step 38, Loss: 9.186929702758789
Step 39, Loss: 9.048727035522461
Step 40, Loss: 8.99472713470459
Step 41, Loss: 9.021443367004395
Step 42, Loss: 8.954543113708496
Step 43, Loss: 8.75223445892334
Step 44, Loss: 8.908979415893555
Step 45, Loss: 8.719624519348145
Step 46, Loss: 8.555070877075195
Step 47, Loss: 8.487704277038574
Step 48, Loss: 8.426387786865234
Step 49, Loss: 8.343847274780273
Step 50, Loss: 8.48171615600586
Step 51, Loss: 8.505714416503906
Step 52, Loss: 8.446246147155762
Step 53, Loss: 8.462055206298828
Step 54, Loss: 8.216739654541016
Step 55, Loss: 8.347267150878906
Step 56, Loss: 7.997665882110596
Step 57, Loss: 8.029836654663086
Step 58, Loss: 7.926963806152344
Step 59, Loss: 7.980851650238037
Step 60, Loss: 7.88729190826416
Step 61, Loss: 7.758212089538574
Step 62, Loss: 7.785346031188965
Step 63, Loss: 7.654430866241455
Step 64, Loss: 7.320520401000977
Step 65, Loss: 7.370850563049316
Step 66, Loss: 7.159058570861816
Step 67, Loss: 7.062690734863281
Step 68, Loss: 6.94935417175293
Step 69, Loss: 7.070784568786621
Step 70, Loss: 7.052069664001465
Step 71, Loss: 6.823711395263672
Step 72, Loss: 6.790111541748047
Step 73, Loss: 6.622530937194824
Step 74, Loss: 6.78165340423584
Step 75, Loss: 6.612443923950195
Step 76, Loss: 6.7830047607421875
Step 77, Loss: 6.560581684112549
Step 78, Loss: 6.696366786956787
Step 79, Loss: 6.740914344787598
Step 80, Loss: 6.322324275970459
Step 81, Loss: 6.543407440185547
Step 82, Loss: 6.186820983886719
Step 83, Loss: 6.351274490356445
Step 84, Loss: 6.041987419128418
Step 85, Loss: 6.081795692443848
Step 86, Loss: 6.081939220428467
Step 87, Loss: 5.797726154327393
Step 88, Loss: 5.894618034362793
Step 89, Loss: 5.783464431762695
Step 90, Loss: 6.124788284301758
Step 91, Loss: 6.02348518371582
Step 92, Loss: 6.091865539550781
Step 93, Loss: 5.741098403930664
Step 94, Loss: 5.847407341003418
Step 95, Loss: 5.788967132568359
Step 96, Loss: 5.823966979980469
Step 97, Loss: 5.973333358764648
Step 98, Loss: 5.886598587036133
Step 99, Loss: 5.931227207183838
Step 100, Loss: 5.481969833374023
Step 101, Loss: 5.834633827209473
Step 102, Loss: 5.816363334655762
Step 103, Loss: 5.691534519195557
Step 104, Loss: 5.462224960327148
Step 105, Loss: 5.375640869140625
Step 106, Loss: 5.621952056884766
Step 107, Loss: 5.830854892730713
Step 108, Loss: 5.60185432434082
Step 109, Loss: 5.765998363494873
Step 110, Loss: 5.560860633850098
Step 111, Loss: 5.665970325469971
Step 112, Loss: 5.731398582458496
Step 113, Loss: 5.928140640258789
Step 114, Loss: 5.755549907684326
Step 115, Loss: 5.713663101196289
Step 116, Loss: 5.615537643432617
Step 117, Loss: 5.5053582191467285
Step 118, Loss: 5.655396461486816
Step 119, Loss: 5.61986780166626
Step 120, Loss: 5.655801296234131
Step 121, Loss: 5.509758472442627
Step 122, Loss: 5.495729923248291
Step 123, Loss: 5.536173343658447
Step 124, Loss: 5.42414665222168
Step 125, Loss: 5.563316822052002
Step 126, Loss: 5.329133033752441
Step 127, Loss: 5.877169609069824
Step 128, Loss: 5.460371017456055
Step 129, Loss: 5.802690505981445
