Step 1, Loss: 13.083333015441895
Step 2, Loss: 12.762519836425781
Step 3, Loss: 12.149797439575195
Step 4, Loss: 11.890504837036133
Step 5, Loss: 11.439508438110352
Step 6, Loss: 11.279932975769043
Step 7, Loss: 10.950133323669434
Step 8, Loss: 10.667884826660156
Step 9, Loss: 10.630759239196777
Step 10, Loss: 10.112516403198242
Step 11, Loss: 9.914883613586426
Step 12, Loss: 9.885921478271484
Step 13, Loss: 9.580244064331055
Step 14, Loss: 9.579198837280273
Step 15, Loss: 9.440580368041992
Step 16, Loss: 9.391615867614746
Step 17, Loss: 9.5358247756958
Step 18, Loss: 9.20018196105957
Step 19, Loss: 9.025153160095215
Step 20, Loss: 8.711271286010742
Step 21, Loss: 8.616186141967773
Step 22, Loss: 8.665169715881348
Step 23, Loss: 8.235193252563477
Step 24, Loss: 8.244929313659668
Step 25, Loss: 8.12987232208252
Step 26, Loss: 8.108386039733887
Step 27, Loss: 7.9159417152404785
Step 28, Loss: 7.860871315002441
Step 29, Loss: 7.713408470153809
Step 30, Loss: 7.811439037322998
Step 31, Loss: 7.27618932723999
Step 32, Loss: 7.0984601974487305
Step 33, Loss: 7.133049488067627
Step 34, Loss: 7.150130271911621
Step 35, Loss: 7.007814407348633
Step 36, Loss: 6.752193450927734
Step 37, Loss: 6.705049991607666
Step 38, Loss: 6.303072452545166
Step 39, Loss: 6.63205623626709
Step 40, Loss: 6.3189802169799805
Step 41, Loss: 6.277774810791016
Step 42, Loss: 6.122527122497559
Step 43, Loss: 6.08162260055542
Step 44, Loss: 5.843385696411133
Step 45, Loss: 6.084571838378906
Step 46, Loss: 5.99189567565918
Step 47, Loss: 6.111921310424805
Step 48, Loss: 5.997791290283203
Step 49, Loss: 6.119632244110107
Step 50, Loss: 5.873996734619141
Step 51, Loss: 5.749146938323975
Step 52, Loss: 5.663721084594727
Step 53, Loss: 5.755672454833984
Step 54, Loss: 5.668530464172363
Step 55, Loss: 5.5451436042785645
Step 56, Loss: 5.59516716003418
Step 57, Loss: 5.718602180480957
Step 58, Loss: 5.376077175140381
Step 59, Loss: 5.535979270935059
Step 60, Loss: 5.901421546936035
Step 61, Loss: 5.58182954788208
Step 62, Loss: 5.431036949157715
Step 63, Loss: 5.708925247192383
Step 64, Loss: 5.354282855987549
Step 65, Loss: 5.46939754486084
Step 66, Loss: 5.327910423278809
