Step 1, Loss: 14.095394134521484
Step 2, Loss: 12.72189998626709
Step 3, Loss: 12.270962715148926
Step 4, Loss: 11.748565673828125
Step 5, Loss: 11.220710754394531
Step 6, Loss: 10.915058135986328
Step 7, Loss: 10.715667724609375
Step 8, Loss: 10.536263465881348
Step 9, Loss: 10.227849960327148
Step 10, Loss: 9.877740859985352
Step 11, Loss: 9.782339096069336
Step 12, Loss: 9.732748031616211
Step 13, Loss: 9.470982551574707
Step 14, Loss: 9.162930488586426
Step 15, Loss: 8.816852569580078
Step 16, Loss: 8.685940742492676
Step 17, Loss: 8.359637260437012
Step 18, Loss: 8.392507553100586
Step 19, Loss: 8.07906723022461
Step 20, Loss: 8.117372512817383
Step 21, Loss: 8.219966888427734
Step 22, Loss: 7.950447082519531
Step 23, Loss: 7.6826276779174805
Step 24, Loss: 7.488767623901367
Step 25, Loss: 7.393148422241211
Step 26, Loss: 7.477758407592773
Step 27, Loss: 7.117519378662109
Step 28, Loss: 7.322473526000977
Step 29, Loss: 6.704853057861328
Step 30, Loss: 7.232265472412109
Step 31, Loss: 6.823066234588623
Step 32, Loss: 6.680198669433594
Step 33, Loss: 6.786704063415527
Step 34, Loss: 6.499274730682373
Step 35, Loss: 6.657076835632324
Step 36, Loss: 6.276419162750244
Step 37, Loss: 6.2293243408203125
Step 38, Loss: 6.394154071807861
Step 39, Loss: 6.372396469116211
Step 40, Loss: 6.20058536529541
Step 41, Loss: 6.166572570800781
Step 42, Loss: 5.5810866355896
Step 43, Loss: 6.260042190551758
Step 44, Loss: 6.1895856857299805
Step 45, Loss: 5.855925559997559
Step 46, Loss: 6.057753086090088
Step 47, Loss: 5.633724689483643
Step 48, Loss: 5.723626613616943
Step 49, Loss: 6.06631326675415
Step 50, Loss: 5.949681282043457
Step 51, Loss: 5.748791694641113
Step 52, Loss: 5.710637092590332
Step 53, Loss: 5.928467750549316
Step 54, Loss: 5.955623626708984
Step 55, Loss: 5.517993927001953
Step 56, Loss: 5.876938343048096
Step 57, Loss: 5.750152111053467
Step 58, Loss: 5.6427459716796875
Step 59, Loss: 5.559225082397461
Step 60, Loss: 5.772218704223633
Step 61, Loss: 5.823811054229736
Step 62, Loss: 5.727395057678223
Step 63, Loss: 5.590329170227051
Step 64, Loss: 5.358390808105469
Step 65, Loss: 5.653547286987305
Step 66, Loss: 5.392444610595703
Step 67, Loss: 5.643781661987305
Step 68, Loss: 5.546942710876465
Step 69, Loss: 5.690421104431152
Step 70, Loss: 5.613742828369141
Step 71, Loss: 5.419816493988037
Step 72, Loss: 5.652803421020508
Step 73, Loss: 5.448542594909668
Step 74, Loss: 5.721254825592041
Step 75, Loss: 5.683467388153076
Step 76, Loss: 5.539191246032715
Step 77, Loss: 5.800724029541016
Step 78, Loss: 5.474803447723389
Step 79, Loss: 5.464173793792725
Step 80, Loss: 5.181440353393555
Step 81, Loss: 5.483737945556641
Step 82, Loss: 5.473933219909668
Step 83, Loss: 5.44278621673584
Step 84, Loss: 5.622920989990234
Step 85, Loss: 5.295090675354004
Step 86, Loss: 5.539093971252441
Step 87, Loss: 5.650181770324707
Step 88, Loss: 5.543975353240967
Step 89, Loss: 5.561125755310059
Step 90, Loss: 5.1826581954956055
Step 91, Loss: 5.168173789978027
Step 92, Loss: 5.462145805358887
Step 93, Loss: 5.263602256774902
Step 94, Loss: 5.448993682861328
Step 95, Loss: 5.3202667236328125
Step 96, Loss: 5.328154563903809
Step 97, Loss: 5.511214733123779
Step 98, Loss: 5.328497886657715
Step 99, Loss: 5.079961776733398
Step 100, Loss: 5.426383972167969
Step 101, Loss: 5.462765693664551
Step 102, Loss: 5.201448917388916
Step 103, Loss: 5.392854690551758
Step 104, Loss: 5.23525333404541
Step 105, Loss: 5.377326011657715
Step 106, Loss: 5.308689117431641
Step 107, Loss: 5.207718849182129
Step 108, Loss: 5.115334510803223
Step 109, Loss: 5.196391582489014
Step 110, Loss: 5.177706718444824
Step 111, Loss: 4.890701770782471
Step 112, Loss: 5.128687858581543
Step 113, Loss: 5.064793586730957
Step 114, Loss: 5.16127872467041
Step 115, Loss: 5.189005374908447
Step 116, Loss: 4.968319892883301
Step 117, Loss: 5.296511650085449
Step 118, Loss: 5.270335674285889
Step 119, Loss: 5.095999240875244
Step 120, Loss: 5.214546203613281
Step 121, Loss: 4.981400489807129
Step 122, Loss: 5.250101089477539
Step 123, Loss: 5.285248756408691
Step 124, Loss: 5.0451765060424805
Step 125, Loss: 4.969079971313477
Step 126, Loss: 5.072432518005371
Step 127, Loss: 4.9043426513671875
Step 128, Loss: 5.314033508300781
Step 129, Loss: 4.986724853515625
Step 130, Loss: 5.1828999519348145
Step 131, Loss: 5.007284641265869
Step 132, Loss: 5.062537670135498
Step 133, Loss: 5.082676887512207
Step 134, Loss: 5.139547348022461
Step 135, Loss: 5.044344902038574
Step 136, Loss: 4.984476089477539
Step 137, Loss: 5.1148762702941895
Step 138, Loss: 5.1716203689575195
Step 139, Loss: 5.0093793869018555
Step 140, Loss: 5.020951747894287
Step 141, Loss: 5.0430192947387695
Step 142, Loss: 4.875420570373535
Step 143, Loss: 4.922354698181152
Step 144, Loss: 4.986766815185547
Step 145, Loss: 4.824913024902344
Step 146, Loss: 4.867509841918945
Step 147, Loss: 4.938589572906494
Step 148, Loss: 5.0760321617126465
Step 149, Loss: 5.138903617858887
Step 150, Loss: 4.958165645599365
Step 151, Loss: 4.717507362365723
Step 152, Loss: 4.675630569458008
Step 153, Loss: 4.740490913391113
Step 154, Loss: 4.832720756530762
Step 155, Loss: 4.8822832107543945
Step 156, Loss: 4.830574035644531
Step 157, Loss: 4.8803606033325195
Step 158, Loss: 4.74207067489624
Step 159, Loss: 4.9071221351623535
Step 160, Loss: 4.665535926818848
Step 161, Loss: 4.782560348510742
Step 162, Loss: 4.737014293670654
Step 163, Loss: 4.544308662414551
Step 164, Loss: 4.845355987548828
Step 165, Loss: 4.600227355957031
Step 166, Loss: 4.623543739318848
Step 167, Loss: 4.586882591247559
Step 168, Loss: 4.8566389083862305
Step 169, Loss: 4.484737396240234
Step 170, Loss: 4.725605010986328
Step 171, Loss: 4.604137897491455
Step 172, Loss: 4.749143600463867
Step 173, Loss: 4.610219478607178
Step 174, Loss: 4.700849533081055
Step 175, Loss: 4.646472930908203
Step 176, Loss: 4.473825454711914
Step 177, Loss: 4.457052230834961
Step 178, Loss: 4.33831787109375
Step 179, Loss: 4.771430492401123
Step 180, Loss: 4.465304851531982
Step 181, Loss: 4.237831115722656
Step 182, Loss: 4.531615257263184
Step 183, Loss: 4.438748359680176
Step 184, Loss: 4.362855911254883
Step 185, Loss: 4.253503799438477
Step 186, Loss: 4.087510108947754
Step 187, Loss: 4.356318950653076
Step 188, Loss: 4.255425453186035
Step 189, Loss: 4.243948459625244
Step 190, Loss: 4.119749069213867
Step 191, Loss: 4.256259918212891
Step 192, Loss: 4.262698173522949
Step 193, Loss: 4.236307621002197
Step 194, Loss: 4.1900954246521
Step 195, Loss: 3.847928047180176
Step 196, Loss: 3.8101720809936523
Step 197, Loss: 3.8028199672698975
Step 198, Loss: 3.80812931060791
Step 199, Loss: 4.198861598968506
Step 200, Loss: 4.037687301635742
Step 201, Loss: 3.889580011367798
Step 202, Loss: 3.9507861137390137
Step 203, Loss: 3.8732223510742188
Step 204, Loss: 3.7872400283813477
Step 205, Loss: 3.918260097503662
Step 206, Loss: 3.7325828075408936
Step 207, Loss: 3.9321370124816895
Step 208, Loss: 4.081349849700928
Step 209, Loss: 3.9348244667053223
Step 210, Loss: 3.6373398303985596
Step 211, Loss: 3.5122931003570557
Step 212, Loss: 3.642404556274414
Step 213, Loss: 3.8430848121643066
Step 214, Loss: 3.5838160514831543
Step 215, Loss: 3.664968252182007
Step 216, Loss: 3.5107054710388184
Step 217, Loss: 3.5374326705932617
Step 218, Loss: 3.636251449584961
Step 219, Loss: 3.6129298210144043
Step 220, Loss: 3.4265284538269043
Step 221, Loss: 3.5865426063537598
Step 222, Loss: 3.6372551918029785
Step 223, Loss: 3.3213067054748535
Step 224, Loss: 3.7800774574279785
Step 225, Loss: 3.5299904346466064
Step 226, Loss: 3.3965578079223633
Step 227, Loss: 3.381121873855591
Step 228, Loss: 3.58103084564209
Step 229, Loss: 3.4666271209716797
Step 230, Loss: 3.466792583465576
Step 231, Loss: 3.5878567695617676
Step 232, Loss: 3.4816675186157227
Step 233, Loss: 3.525233507156372
Step 234, Loss: 3.293909788131714
Step 235, Loss: 3.548137664794922
Step 236, Loss: 3.4725615978240967
Step 237, Loss: 3.5647411346435547
Step 238, Loss: 3.3500051498413086
Step 239, Loss: 3.2796013355255127
Step 240, Loss: 3.316988706588745
Step 241, Loss: 3.440225601196289
Step 242, Loss: 3.4689218997955322
Step 243, Loss: 3.1870737075805664
Step 244, Loss: 3.4576950073242188
Step 245, Loss: 3.268728256225586
Step 246, Loss: 3.197340488433838
Step 247, Loss: 3.078335762023926
Step 248, Loss: 3.2776076793670654
Step 249, Loss: 3.0907866954803467
Step 250, Loss: 3.2873733043670654
Step 251, Loss: 3.334275722503662
Step 252, Loss: 3.1503028869628906
Step 253, Loss: 3.0874032974243164
Step 254, Loss: 3.1181745529174805
Step 255, Loss: 3.0737228393554688
Step 256, Loss: 3.1984291076660156
Step 257, Loss: 3.1162004470825195
Step 258, Loss: 3.129939079284668
Step 259, Loss: 3.3273181915283203
Step 260, Loss: 3.1784539222717285
Step 261, Loss: 3.221208095550537
Step 262, Loss: 3.2324483394622803
Step 263, Loss: 3.133385181427002
Step 264, Loss: 3.3004162311553955
Step 265, Loss: 3.005401849746704
Step 266, Loss: 3.062809467315674
Step 267, Loss: 3.243403434753418
Step 268, Loss: 2.991128921508789
Step 269, Loss: 3.232396125793457
Step 270, Loss: 3.080548048019409
Step 271, Loss: 3.1400694847106934
Step 272, Loss: 3.097006320953369
Step 273, Loss: 3.078057050704956
Step 274, Loss: 3.1945619583129883
Step 275, Loss: 3.0655763149261475
Step 276, Loss: 3.1885862350463867
Step 277, Loss: 3.172816753387451
Step 278, Loss: 3.0181617736816406
Step 279, Loss: 3.0604074001312256
Step 280, Loss: 3.043832540512085
Step 281, Loss: 3.0993871688842773
Step 282, Loss: 3.0915865898132324
Step 283, Loss: 3.213064193725586
Step 284, Loss: 2.7292604446411133
Step 285, Loss: 2.909184694290161
Step 286, Loss: 3.0972604751586914
Step 287, Loss: 3.1767425537109375
Step 288, Loss: 3.068082809448242
Step 289, Loss: 3.038356304168701
Step 290, Loss: 3.03737473487854
Step 291, Loss: 2.9444684982299805
Step 292, Loss: 2.787726879119873
Step 293, Loss: 2.891463279724121
Step 294, Loss: 3.0992178916931152
Step 295, Loss: 2.9513981342315674
Step 296, Loss: 2.8139808177948
Step 297, Loss: 3.1128551959991455
Step 298, Loss: 2.7612977027893066
Step 299, Loss: 2.8476810455322266
Step 300, Loss: 2.765533447265625
Step 301, Loss: 3.020824909210205
Step 302, Loss: 2.9042978286743164
Step 303, Loss: 2.7177040576934814
Step 304, Loss: 2.7359774112701416
Step 305, Loss: 2.7798142433166504
Step 306, Loss: 2.722468376159668
Step 307, Loss: 2.9524645805358887
Step 308, Loss: 2.7670624256134033
Step 309, Loss: 2.831794261932373
Step 310, Loss: 2.8422751426696777
Step 311, Loss: 2.7576193809509277
Step 312, Loss: 2.7402777671813965
Step 313, Loss: 2.845815420150757
Step 314, Loss: 2.773963451385498
Step 315, Loss: 2.882232666015625
Step 316, Loss: 2.9152536392211914
Step 317, Loss: 2.841726303100586
Step 318, Loss: 2.7374792098999023
Step 319, Loss: 2.7900757789611816
Step 320, Loss: 2.7333621978759766
Step 321, Loss: 2.726365566253662
Step 322, Loss: 2.762115001678467
Step 323, Loss: 2.6944739818573
Step 324, Loss: 2.769099473953247
Step 325, Loss: 2.7323977947235107
Step 326, Loss: 2.6983680725097656
Step 327, Loss: 2.760763168334961
Step 328, Loss: 2.671133041381836
Step 329, Loss: 2.9716782569885254
Step 330, Loss: 2.637634515762329
Step 331, Loss: 2.750554084777832
Step 332, Loss: 2.7936854362487793
Step 333, Loss: 2.6018781661987305
Step 334, Loss: 2.686882495880127
Step 335, Loss: 2.7019925117492676
Step 336, Loss: 2.64406156539917
Step 337, Loss: 2.6726937294006348
Step 338, Loss: 2.807476043701172
Step 339, Loss: 2.5283775329589844
Step 340, Loss: 2.6811156272888184
Step 341, Loss: 2.618975877761841
Step 342, Loss: 2.6340038776397705
Step 343, Loss: 2.7585651874542236
Step 344, Loss: 2.5161995887756348
Step 345, Loss: 2.7607223987579346
Step 346, Loss: 2.5426604747772217
Step 347, Loss: 2.7428202629089355
Step 348, Loss: 2.6465682983398438
Step 349, Loss: 2.631721019744873
Step 350, Loss: 2.7993273735046387
Step 351, Loss: 2.484097480773926
Step 352, Loss: 2.497507095336914
Step 353, Loss: 2.705933094024658
Step 354, Loss: 2.641190528869629
Step 355, Loss: 2.6729307174682617
Step 356, Loss: 2.642091751098633
Step 357, Loss: 2.484158992767334
Step 358, Loss: 2.5347142219543457
Step 359, Loss: 2.6144189834594727
Step 360, Loss: 2.6075475215911865
Step 361, Loss: 2.6699321269989014
Step 362, Loss: 2.4518446922302246
Step 363, Loss: 2.5625720024108887
Step 364, Loss: 2.423989772796631
Step 365, Loss: 2.4571118354797363
Step 366, Loss: 2.6675586700439453
Step 367, Loss: 2.5394253730773926
Step 368, Loss: 2.29569411277771
Step 369, Loss: 2.669621229171753
Step 370, Loss: 2.5458579063415527
Step 371, Loss: 2.4719905853271484
Step 372, Loss: 2.4615964889526367
Step 373, Loss: 2.4549269676208496
Step 374, Loss: 2.5292985439300537
Step 375, Loss: 2.4806928634643555
Step 376, Loss: 2.5276567935943604
Step 377, Loss: 2.4146320819854736
Step 378, Loss: 2.5627846717834473
Step 379, Loss: 2.4522228240966797
Step 380, Loss: 2.524102210998535
Step 381, Loss: 2.6216421127319336
Step 382, Loss: 2.4015309810638428
Step 383, Loss: 2.622624158859253
Step 384, Loss: 2.514641284942627
Step 385, Loss: 2.3580069541931152
Step 386, Loss: 2.4661078453063965
Step 387, Loss: 2.4660110473632812
Step 388, Loss: 2.3142294883728027
Step 389, Loss: 2.6038272380828857
Step 390, Loss: 2.4235451221466064
Step 391, Loss: 2.432699680328369
Step 392, Loss: 2.477081298828125
Step 393, Loss: 2.2859790325164795
Step 394, Loss: 2.4209723472595215
Step 395, Loss: 2.3597049713134766
Step 396, Loss: 2.4630990028381348
Step 397, Loss: 2.3831310272216797
Step 398, Loss: 2.3794679641723633
Step 399, Loss: 2.45426082611084
Step 400, Loss: 2.5119237899780273
Step 401, Loss: 2.3342416286468506
Step 402, Loss: 2.3286097049713135
Step 403, Loss: 2.317085027694702
Step 404, Loss: 2.479945182800293
Step 405, Loss: 2.481156826019287
Step 406, Loss: 2.3812241554260254
Step 407, Loss: 2.3730521202087402
Step 408, Loss: 2.276695966720581
Step 409, Loss: 2.3585946559906006
Step 410, Loss: 2.37026309967041
Step 411, Loss: 2.1768784523010254
Step 412, Loss: 2.1786932945251465
Step 413, Loss: 2.291912794113159
Step 414, Loss: 2.2658534049987793
Step 415, Loss: 2.110454797744751
Step 416, Loss: 2.3334686756134033
Step 417, Loss: 2.262237071990967
Step 418, Loss: 2.4710803031921387
